issue_id,user_id,issue_type,description,reported_date,status,priority,app_version
1550,895,Crash,Data lost after app update,2024-12-06 09:23:10,Open,High,4.8.4
1551,654,UI Bug,Keyboard hides input field on iOS,2024-10-05 21:11:31,In Progress,Low,3.3.4
1552,886,Network,Push notifications show duplicate messages,2025-01-16 11:45:34,Resolved,High,1.8.5
1553,477,Other,Slow performance on home screen,2024-12-07 10:56:49,Resolved,Medium,5.2.5
1554,506,Performance,App freezes after login,2024-10-31 11:38:01,In Progress,Medium,2.4.4
1555,497,Data Loss,Location services not detecting city,2024-09-30 19:39:10,Open,Medium,5.5.9
1556,311,Performance,App logs out automatically,2025-01-08 03:58:16,Resolved,Medium,4.9.3
1557,920,Data Loss,Error message displayed incorrectly,2025-08-11 03:10:21,Resolved,Low,4.6.8
1558,238,UI Bug,App version mismatch after update,2025-05-25 12:46:45,Resolved,Low,3.8.3
1559,839,Crash,Keyboard hides input field on iOS,2025-08-05 00:14:42,Resolved,Medium,4.9.8
1560,889,Other,Notifications are not received,2025-01-14 03:58:06,Resolved,Medium,5.7.3
1561,960,Other,Payment gateway fails at checkout,2024-10-19 17:21:35,In Progress,Low,4.9.5
1562,151,Crash,UI elements overlap on small screen,2025-04-22 14:42:55,In Progress,High,2.7.8
1563,728,UI Bug,Profile picture upload not working,2025-07-09 06:43:44,In Progress,Low,5.1.2
1564,451,Performance,Notifications are not received,2025-06-09 15:55:59,Resolved,Low,4.2.8
1565,220,Data Loss,Keyboard hides input field on iOS,2025-06-05 17:45:48,Resolved,Critical,5.0.3
1566,41,Network,UI elements overlap on small screen,2025-07-14 17:00:34,In Progress,Low,4.3.9
1567,704,UI Bug,UI elements overlap on small screen,2025-03-12 14:32:26,In Progress,Medium,2.4.0
1568,499,Crash,App freezes after login,2025-03-29 00:25:29,Resolved,Critical,3.5.2
1569,412,UI Bug,Scrolling is not smooth,2024-11-22 23:58:47,Resolved,High,2.5.4
1570,584,UI Bug,Location services not detecting city,2025-07-05 18:04:18,Resolved,High,3.3.2
1571,860,Performance,Scrolling is not smooth,2025-09-01 17:01:42,Open,Critical,4.9.1
1572,890,Data Loss,Crash when switching app language,2025-03-01 03:33:28,In Progress,Low,4.1.7
1573,802,Data Loss,Crash when switching app language,2025-03-25 04:10:59,In Progress,Low,2.8.7
1574,208,UI Bug,Login button not responding on Android,2024-09-27 11:53:32,Open,High,4.9.5
1575,582,UI Bug,Notifications are not received,2025-06-28 09:55:12,Resolved,Critical,2.7.0
1576,961,Network,Login button not responding on Android,2025-05-07 12:30:17,Resolved,Low,1.3.0
1577,446,Crash,App freezes after login,2024-12-18 09:19:49,In Progress,Low,1.3.2
1578,230,Other,Scrolling is not smooth,2025-01-06 23:36:13,Open,Medium,2.3.7
1579,186,Crash,Push notifications show duplicate messages,2025-01-15 14:08:05,Resolved,Critical,5.5.7
1580,588,Other,Data not syncing with server,2025-08-05 17:47:14,Open,Low,1.0.2
1581,5,Crash,App logs out automatically,2025-08-20 15:05:57,Open,Critical,4.0.1
1582,597,Other,Slow performance on home screen,2025-02-14 00:39:49,Resolved,Low,1.3.9
1583,295,Data Loss,App freezes after login,2025-05-09 02:11:52,Open,Low,1.3.7
1584,295,Other,Profile picture upload not working,2024-12-05 09:17:33,Resolved,Low,3.4.4
1585,570,Network,Profile picture upload not working,2025-04-26 22:38:17,Resolved,Critical,5.0.8
1586,772,UI Bug,Payment gateway fails at checkout,2024-10-22 02:07:40,Resolved,Medium,1.1.9
1587,687,Data Loss,App logs out automatically,2025-08-08 00:26:00,Resolved,Low,5.1.3
1588,253,Crash,Crash when switching app language,2025-08-24 12:27:58,Resolved,High,1.0.8
1589,448,Crash,Payment gateway fails at checkout,2025-06-03 13:37:58,Open,Critical,1.7.6
1590,630,Data Loss,App logs out automatically,2025-09-06 07:33:26,Resolved,Low,1.8.7
1591,744,Other,App crashes when opening settings,2024-10-30 16:34:33,Resolved,Critical,2.9.8
1592,761,Other,Search results take too long to load,2025-03-14 22:00:14,Resolved,Medium,1.4.9
1593,24,Other,Dark mode not applied on some screens,2025-01-25 12:15:04,Open,Critical,5.6.7
1594,644,Performance,Dark mode not applied on some screens,2024-10-29 14:43:14,Open,Low,5.9.9
1595,804,Crash,Profile picture upload not working,2025-04-08 15:47:14,Resolved,High,3.9.2
1596,363,Performance,Push notifications show duplicate messages,2024-10-21 23:40:24,In Progress,High,2.5.2
1597,506,UI Bug,Location services not detecting city,2025-03-06 10:46:49,Resolved,High,2.9.8
1598,306,Other,Location services not detecting city,2025-05-31 05:29:10,In Progress,Critical,4.5.8
1599,199,UI Bug,Data not syncing with server,2025-04-29 06:42:43,Resolved,High,1.8.6
1600,204,Performance,Error message displayed incorrectly,2025-07-07 21:20:08,Resolved,High,1.6.5
1601,855,Network,Login button not responding on Android,2024-11-14 00:46:27,In Progress,Critical,5.8.9
1602,36,Data Loss,App freezes after login,2024-09-20 15:17:26,Resolved,Low,1.6.5
1603,699,Performance,App freezes after login,2024-09-12 23:47:55,Open,Critical,4.4.7
1604,170,Other,Location services not detecting city,2025-05-16 18:51:53,Resolved,Critical,4.0.6
1605,846,Data Loss,Slow performance on home screen,2025-01-22 19:16:38,Open,Medium,1.7.6
1606,28,Other,Profile picture upload not working,2025-05-29 20:50:49,Resolved,Critical,1.6.0
1607,559,Other,Payment gateway fails at checkout,2024-12-07 04:21:46,Resolved,Low,5.4.8
1608,146,UI Bug,Dark mode not applied on some screens,2025-05-30 13:52:51,In Progress,Medium,3.5.3
1609,214,Performance,Data not syncing with server,2025-02-05 01:04:17,In Progress,Critical,3.9.4
1610,558,Data Loss,App freezes after login,2024-10-18 16:24:54,Open,Low,5.4.4
1611,619,Other,Data lost after app update,2025-06-29 14:07:26,Open,Medium,4.2.2
1612,83,Performance,Notifications are not received,2025-03-29 07:32:08,In Progress,Medium,3.6.9
1613,592,Data Loss,Dark mode not applied on some screens,2024-10-27 17:04:49,Open,Critical,3.6.0
1614,55,Network,Data not syncing with server,2025-04-18 14:24:13,In Progress,Medium,2.4.2
1615,665,Network,Profile picture upload not working,2025-02-21 22:41:32,In Progress,Critical,2.3.5
1616,537,Other,Notifications are not received,2025-01-30 19:47:28,Resolved,Medium,2.9.8
1617,791,Network,Dark mode not applied on some screens,2025-05-25 23:27:19,Open,High,1.1.3
1618,666,Other,Push notifications show duplicate messages,2024-11-09 18:57:21,Open,Critical,4.3.0
1619,689,Data Loss,Notifications are not received,2025-03-24 03:41:19,Open,Low,1.1.7
1620,129,Data Loss,Error message displayed incorrectly,2025-02-16 10:31:43,Open,High,5.2.6
1621,334,Performance,App freezes after login,2025-03-09 10:25:47,Open,Critical,3.5.7
1622,506,UI Bug,Crash when switching app language,2024-12-30 19:35:26,Open,Low,2.2.3
1623,542,Network,Slow performance on home screen,2025-07-22 09:10:05,Resolved,Low,4.3.7
1624,86,Performance,UI elements overlap on small screen,2025-01-16 18:51:54,Resolved,High,1.6.6
1625,216,Data Loss,Keyboard hides input field on iOS,2025-07-26 14:08:34,Open,Medium,5.6.4
1626,597,Network,Login button not responding on Android,2025-06-17 00:53:44,In Progress,Low,3.3.5
1627,408,Network,App crashes when opening settings,2025-07-19 12:07:52,In Progress,High,5.1.4
1628,527,Other,Scrolling is not smooth,2025-08-18 23:28:04,Resolved,High,4.3.4
1629,884,UI Bug,Data lost after app update,2025-02-15 22:24:59,In Progress,Low,4.5.3
1630,709,Data Loss,Payment gateway fails at checkout,2025-04-11 21:34:08,Open,Critical,4.0.1
1631,890,Performance,Payment gateway fails at checkout,2024-11-08 18:05:27,Open,High,3.0.0
1632,268,Performance,Slow performance on home screen,2025-06-01 21:22:49,In Progress,High,5.2.6
1633,376,Other,Push notifications show duplicate messages,2024-11-10 12:22:06,In Progress,Medium,1.7.4
1634,166,Network,Location services not detecting city,2024-12-13 02:21:11,Resolved,Medium,5.7.4
1635,503,Performance,Crash when switching app language,2025-03-26 15:01:18,In Progress,Low,2.8.2
1636,43,Crash,Scrolling is not smooth,2025-05-08 18:35:05,Open,Low,2.3.5
1637,812,Data Loss,Profile picture upload not working,2024-09-20 15:42:44,In Progress,Low,1.1.2
1638,600,Other,Data not syncing with server,2025-03-04 06:11:31,Open,Medium,3.3.7
1639,124,Data Loss,Error message displayed incorrectly,2025-02-16 16:14:23,Open,High,3.0.7
1640,658,Crash,Push notifications show duplicate messages,2025-06-29 21:11:06,In Progress,Low,5.0.3
1641,686,Performance,Data not syncing with server,2025-06-03 08:46:04,Resolved,High,2.7.7
1642,466,Network,Payment gateway fails at checkout,2024-11-08 15:40:51,Open,Low,2.9.2
1643,322,UI Bug,Location services not detecting city,2025-01-03 03:22:28,Open,Critical,3.0.3
1644,734,Other,Notifications are not received,2025-08-13 19:22:58,Open,Low,3.9.0
1645,610,Data Loss,Data lost after app update,2025-07-09 13:17:32,Resolved,Medium,4.2.9
1646,258,UI Bug,Error message displayed incorrectly,2025-02-02 17:44:39,Open,Low,4.5.5
1647,731,UI Bug,Dark mode not applied on some screens,2025-07-20 19:44:20,Resolved,Low,3.5.3
1648,978,Network,Error message displayed incorrectly,2025-07-11 20:14:25,Resolved,Low,2.0.4
1649,774,Other,Data lost after app update,2025-07-06 06:04:17,Open,Critical,4.6.9
1650,540,Performance,UI elements overlap on small screen,2025-07-29 19:39:16,Resolved,High,2.5.0
1651,902,Crash,Error message displayed incorrectly,2025-06-02 20:56:23,Open,Low,1.5.6
1652,715,Network,App version mismatch after update,2025-06-27 03:24:29,Open,Critical,3.0.9
1653,912,UI Bug,Scrolling is not smooth,2025-07-14 00:19:08,Open,High,1.2.1
1654,867,Data Loss,Scrolling is not smooth,2025-08-06 22:37:36,In Progress,Critical,4.9.1
1655,866,UI Bug,UI elements overlap on small screen,2025-01-31 23:21:32,In Progress,High,1.9.5
1656,495,Performance,UI elements overlap on small screen,2025-01-09 18:11:00,In Progress,Low,3.4.4
1657,662,Other,Data lost after app update,2025-08-19 22:33:40,Resolved,Medium,5.9.6
1658,25,Crash,Scrolling is not smooth,2025-07-06 20:28:48,In Progress,High,2.5.4
1659,138,Performance,Slow performance on home screen,2025-04-25 19:30:19,Open,Low,5.7.7
1660,997,Data Loss,App version mismatch after update,2024-10-25 18:17:06,Open,Low,2.6.0
1661,6,Other,Notifications are not received,2024-11-30 12:59:38,Open,Critical,4.6.9
1662,171,Crash,Payment gateway fails at checkout,2024-10-30 22:59:28,Open,Medium,3.2.5
1663,943,Performance,Data lost after app update,2024-09-11 17:50:20,In Progress,High,2.5.6
1664,997,Data Loss,Error message displayed incorrectly,2024-12-28 23:40:01,Resolved,High,1.9.7
1665,943,UI Bug,App crashes when opening settings,2025-05-24 16:20:17,In Progress,High,2.6.5
1666,243,Performance,Login button not responding on Android,2024-10-31 11:14:58,Resolved,High,4.8.4
1667,703,Other,Push notifications show duplicate messages,2025-02-19 13:41:20,Resolved,Critical,4.1.3
1668,230,UI Bug,Dark mode not applied on some screens,2025-01-19 06:52:48,In Progress,Critical,2.9.3
1669,531,Other,App freezes after login,2024-11-27 18:57:41,Resolved,Low,1.9.7
1670,610,Other,Crash when switching app language,2024-11-22 23:00:35,In Progress,Critical,1.5.3
1671,289,Performance,Location services not detecting city,2024-10-23 09:48:44,Open,High,2.8.7
1672,81,Other,Keyboard hides input field on iOS,2025-06-21 00:49:22,Open,Critical,1.1.6
1673,25,Network,Notifications are not received,2025-06-19 05:55:27,Resolved,Low,3.6.4
1674,170,Performance,Scrolling is not smooth,2024-11-26 13:46:44,Resolved,Medium,2.1.3
1675,924,Crash,Push notifications show duplicate messages,2024-12-16 08:49:45,Resolved,Critical,1.0.5
1676,731,Data Loss,Scrolling is not smooth,2025-09-05 15:05:00,Resolved,Medium,1.6.2
1677,317,Crash,App version mismatch after update,2025-07-17 07:43:49,In Progress,Low,4.7.1
1678,791,Data Loss,Payment gateway fails at checkout,2024-11-14 11:11:16,Open,High,4.1.3
1679,124,Other,App crashes when opening settings,2025-06-14 20:13:42,Resolved,High,1.5.3
1680,250,Performance,Location services not detecting city,2025-07-26 10:41:12,In Progress,High,4.8.5
1681,794,Performance,App crashes when opening settings,2024-11-25 10:15:45,In Progress,Low,5.6.2
1682,212,Network,Search results take too long to load,2025-04-22 04:25:32,Open,Medium,3.0.7
1683,413,Performance,Payment gateway fails at checkout,2025-06-20 00:46:49,Resolved,Low,2.0.0
1684,258,Crash,Profile picture upload not working,2024-12-29 12:15:26,Open,High,4.7.8
1685,729,UI Bug,Login button not responding on Android,2025-05-24 03:31:52,Open,High,3.6.9
1686,456,Performance,Dark mode not applied on some screens,2025-08-09 19:45:40,Resolved,Critical,4.7.0
1687,288,Data Loss,Scrolling is not smooth,2025-05-29 14:45:30,In Progress,Low,1.4.3
1688,948,Other,Search results take too long to load,2025-04-22 13:50:24,Resolved,Low,1.7.5
1689,477,UI Bug,Data lost after app update,2025-07-20 14:59:02,Open,Medium,3.4.6
1690,904,Performance,App version mismatch after update,2025-06-22 02:50:18,Resolved,Critical,2.0.6
1691,52,Performance,App crashes when opening settings,2024-09-06 18:15:08,In Progress,Medium,2.8.9
1692,423,Other,App freezes after login,2025-08-25 20:29:24,In Progress,Medium,4.2.0
1693,816,Performance,Search results take too long to load,2025-07-20 19:06:45,Resolved,High,3.0.8
1694,390,Performance,Payment gateway fails at checkout,2025-01-16 04:25:20,Resolved,Low,2.0.0
1695,822,Crash,Crash when switching app language,2025-06-27 02:06:56,Resolved,Low,3.6.0
1696,536,Other,Location services not detecting city,2024-12-11 06:30:18,Open,Critical,3.5.6
1697,588,Performance,Data lost after app update,2024-10-26 08:14:17,In Progress,High,2.7.8
1698,623,Other,Keyboard hides input field on iOS,2025-02-21 15:30:33,Open,High,3.0.2
1699,719,Performance,Scrolling is not smooth,2025-06-12 23:45:00,Open,Critical,4.9.7
1700,812,Performance,App crashes when opening settings,2025-06-18 02:43:59,Resolved,Critical,2.9.8
1701,556,Data Loss,Slow performance on home screen,2024-10-01 05:19:03,In Progress,High,5.7.8
1702,996,Other,Location services not detecting city,2025-04-08 23:54:43,Resolved,High,3.2.1
1703,282,Data Loss,Login button not responding on Android,2025-08-25 14:31:00,Resolved,Medium,5.8.7
1704,861,Other,App crashes when opening settings,2024-10-21 07:14:12,Open,Medium,2.1.9
1705,411,Other,Slow performance on home screen,2025-02-11 22:25:16,In Progress,Medium,4.8.7
1706,322,Performance,Data lost after app update,2025-08-20 17:23:30,In Progress,Medium,2.9.6
1707,16,Data Loss,Scrolling is not smooth,2024-12-21 10:41:14,Resolved,Low,5.3.5
1708,428,Data Loss,Slow performance on home screen,2024-11-13 15:57:16,Resolved,Medium,5.0.0
1709,137,UI Bug,Data lost after app update,2025-07-01 07:09:49,In Progress,Critical,1.7.9
1710,346,Network,Keyboard hides input field on iOS,2024-12-16 03:52:19,Resolved,High,5.3.6
1711,508,Crash,Crash when switching app language,2025-03-05 22:36:50,In Progress,Critical,2.4.8
1712,709,Crash,Data not syncing with server,2025-01-02 12:46:12,Resolved,High,2.4.1
1713,254,Network,Data not syncing with server,2024-09-27 00:08:40,Open,Low,4.5.8
1714,688,Data Loss,App freezes after login,2025-05-30 23:05:27,In Progress,Medium,4.4.3
1715,629,Crash,Payment gateway fails at checkout,2025-05-15 00:13:54,Open,Low,1.4.6
1716,453,Crash,Error message displayed incorrectly,2025-04-05 12:40:43,Open,Critical,3.3.1
1717,202,UI Bug,Payment gateway fails at checkout,2025-03-12 12:53:19,Resolved,High,5.2.2
1718,559,Performance,Notifications are not received,2025-03-18 19:26:58,Open,Medium,3.1.7
1719,697,Performance,Notifications are not received,2024-09-23 04:37:25,Open,Medium,5.8.2
1720,115,Crash,Push notifications show duplicate messages,2025-02-01 05:16:20,Open,Critical,1.6.1
1721,339,Performance,Search results take too long to load,2024-12-05 19:45:18,Resolved,High,2.9.3
1722,956,Performance,App logs out automatically,2025-02-21 06:59:15,Open,High,1.4.6
1723,536,UI Bug,Data lost after app update,2025-06-27 23:40:15,Open,High,1.7.2
1724,431,UI Bug,Slow performance on home screen,2024-11-06 17:13:04,Open,Medium,1.4.6
1725,230,Network,App crashes when opening settings,2024-11-27 15:45:32,Open,Medium,3.0.6
1726,112,Crash,App version mismatch after update,2025-08-17 10:08:42,Open,Medium,5.0.1
1727,766,Data Loss,Keyboard hides input field on iOS,2025-02-11 19:41:20,Open,Critical,2.6.2
1728,477,Network,Location services not detecting city,2025-05-06 05:34:53,Resolved,Low,3.3.5
1729,223,Performance,Data lost after app update,2025-08-15 12:27:06,In Progress,Critical,2.3.3
1730,556,Performance,Data not syncing with server,2025-04-01 02:22:40,Resolved,Low,5.0.5
1731,838,Network,Scrolling is not smooth,2024-11-14 04:03:46,Resolved,High,2.0.4
1732,59,Other,UI elements overlap on small screen,2025-02-10 03:28:49,In Progress,Medium,1.3.3
1733,394,UI Bug,Profile picture upload not working,2025-03-01 20:52:08,In Progress,Medium,5.9.9
1734,967,Data Loss,Data lost after app update,2025-03-09 16:10:32,Open,Critical,4.9.1
1735,764,Crash,Data lost after app update,2025-08-24 11:38:35,Open,Critical,2.2.7
1736,718,Other,Keyboard hides input field on iOS,2025-05-26 09:14:51,In Progress,Critical,1.0.0
1737,531,UI Bug,Data lost after app update,2025-06-30 07:13:32,Open,Medium,1.1.5
1738,830,Performance,UI elements overlap on small screen,2025-01-04 10:49:17,Open,Critical,5.8.3
1739,995,Other,Data lost after app update,2024-10-30 02:39:17,In Progress,Low,3.8.3
1740,365,Network,Data lost after app update,2025-07-02 19:03:48,Resolved,Critical,4.1.9
1741,400,Other,Profile picture upload not working,2025-06-14 12:26:27,Resolved,Medium,2.9.0
1742,131,Network,Scrolling is not smooth,2025-08-13 08:10:58,Resolved,High,1.2.8
1743,941,Crash,Notifications are not received,2025-03-25 02:29:40,Resolved,Critical,5.0.5
1744,492,Performance,Location services not detecting city,2025-04-17 00:53:04,In Progress,Critical,1.8.6
1745,408,Crash,UI elements overlap on small screen,2025-06-09 12:36:02,In Progress,Low,4.4.6
1746,173,Other,App crashes when opening settings,2025-04-15 23:50:46,Resolved,High,2.7.5
1747,923,Network,App logs out automatically,2024-11-11 19:41:43,Open,Low,4.8.7
1748,742,Performance,Keyboard hides input field on iOS,2025-02-20 16:39:37,Open,High,5.9.5
1749,417,Network,Dark mode not applied on some screens,2025-01-31 00:36:55,Resolved,High,4.0.4
1750,964,Data Loss,Keyboard hides input field on iOS,2025-05-13 18:41:48,In Progress,High,5.1.4
1751,388,UI Bug,Dark mode not applied on some screens,2025-08-06 21:57:09,In Progress,High,1.0.7
1752,726,Crash,Location services not detecting city,2025-02-07 00:52:19,Resolved,Medium,4.7.0
1753,256,Performance,Search results take too long to load,2025-06-27 16:43:58,In Progress,Medium,2.2.9
1754,689,Network,Notifications are not received,2024-09-10 14:51:11,Resolved,Low,2.0.0
1755,636,Crash,Push notifications show duplicate messages,2025-05-31 05:54:17,Open,Medium,2.6.2
1756,876,Other,App crashes when opening settings,2025-02-07 17:13:08,In Progress,Medium,3.8.7
1757,197,UI Bug,App freezes after login,2025-01-10 05:44:54,Resolved,High,4.0.8
1758,183,Network,Crash when switching app language,2024-12-30 18:03:52,Resolved,High,3.8.9
1759,569,Crash,Keyboard hides input field on iOS,2025-01-02 12:50:18,In Progress,Low,3.1.5
1760,686,Other,Crash when switching app language,2025-03-24 16:38:17,Open,Low,3.1.5
1761,884,Network,App logs out automatically,2024-12-05 05:05:50,Open,Low,2.3.8
1762,428,UI Bug,Slow performance on home screen,2025-06-06 10:48:00,In Progress,Medium,4.2.5
1763,848,Performance,App freezes after login,2024-12-06 23:31:20,Resolved,Low,1.1.6
1764,53,Network,Data lost after app update,2025-01-13 15:43:52,Resolved,Critical,1.5.0
1765,21,Performance,Keyboard hides input field on iOS,2025-05-23 11:38:01,Open,Low,1.2.3
1766,913,Network,Search results take too long to load,2025-03-11 21:06:38,In Progress,Low,1.0.2
1767,247,Network,Slow performance on home screen,2025-03-27 11:33:23,Resolved,Low,4.5.1
1768,673,Other,Scrolling is not smooth,2025-07-20 19:14:54,In Progress,Critical,3.0.5
1769,759,Data Loss,App freezes after login,2025-02-26 21:27:40,In Progress,Low,1.9.4
1770,726,Network,Dark mode not applied on some screens,2024-11-13 16:55:50,In Progress,Low,4.6.1
1771,161,UI Bug,Notifications are not received,2024-09-29 12:36:25,Open,Medium,1.5.5
1772,160,Network,Keyboard hides input field on iOS,2025-08-30 14:13:51,Open,Low,4.3.5
1773,878,Crash,UI elements overlap on small screen,2025-03-13 06:26:56,In Progress,High,2.0.7
1774,393,Data Loss,App version mismatch after update,2025-02-12 15:38:01,Open,Medium,2.6.6
1775,755,UI Bug,Notifications are not received,2025-02-22 00:54:31,In Progress,Low,4.2.6
1776,74,Crash,Slow performance on home screen,2025-06-17 07:35:47,Open,Medium,3.7.7
1777,858,Network,Profile picture upload not working,2025-02-23 11:01:45,In Progress,High,3.2.4
1778,789,Other,UI elements overlap on small screen,2025-01-04 21:45:14,Open,High,4.9.7
1779,369,Data Loss,Profile picture upload not working,2024-09-26 11:35:34,In Progress,Critical,4.9.2
1780,27,Other,Profile picture upload not working,2025-07-29 03:45:59,Resolved,Critical,2.4.1
1781,686,UI Bug,Dark mode not applied on some screens,2025-02-14 18:38:39,In Progress,Critical,1.7.1
1782,560,Other,Search results take too long to load,2025-01-12 23:48:33,Open,Critical,3.9.9
1783,403,Other,Location services not detecting city,2025-01-23 13:45:11,Resolved,Medium,2.7.0
1784,201,Other,App version mismatch after update,2025-07-04 12:13:51,Resolved,Critical,5.6.5
1785,22,Crash,App crashes when opening settings,2025-01-14 08:40:48,Resolved,High,2.4.3
1786,796,Other,App crashes when opening settings,2025-03-13 12:21:46,Resolved,Medium,1.8.9
1787,435,Other,Location services not detecting city,2024-11-15 00:07:30,Resolved,Critical,4.7.2
1788,339,Crash,UI elements overlap on small screen,2025-08-14 22:41:04,In Progress,High,2.1.1
1789,234,Data Loss,Login button not responding on Android,2025-03-18 04:17:43,Open,Medium,5.2.9
1790,694,Performance,Keyboard hides input field on iOS,2025-05-02 04:41:57,Resolved,Medium,5.7.2
1791,804,UI Bug,Location services not detecting city,2025-04-03 08:25:53,In Progress,Low,5.6.0
1792,48,Performance,Dark mode not applied on some screens,2024-10-02 19:44:29,In Progress,High,2.0.7
1793,715,Other,Error message displayed incorrectly,2025-05-23 19:10:14,Resolved,High,2.4.8
1794,393,Performance,Error message displayed incorrectly,2025-03-01 09:07:46,In Progress,Critical,1.8.7
1795,616,Other,Dark mode not applied on some screens,2025-02-09 11:18:40,Open,Medium,4.7.4
1796,989,Data Loss,Login button not responding on Android,2025-03-08 22:22:28,Resolved,High,5.3.7
1797,895,Network,Location services not detecting city,2025-02-11 05:51:14,Open,High,3.7.3
1798,497,Performance,Error message displayed incorrectly,2025-02-16 02:11:06,Resolved,High,1.0.4
1799,749,UI Bug,Search results take too long to load,2025-08-24 09:38:56,In Progress,Critical,1.5.7
1800,268,Network,Scrolling is not smooth,2024-12-03 06:08:25,In Progress,High,3.0.8
1801,571,Crash,Payment gateway fails at checkout,2024-11-03 22:46:45,Open,High,4.9.5
1802,352,Data Loss,Dark mode not applied on some screens,2024-11-25 03:27:18,Resolved,High,4.8.6
1803,886,UI Bug,UI elements overlap on small screen,2024-12-03 05:57:04,Resolved,Low,5.2.2
1804,440,UI Bug,App freezes after login,2025-02-06 09:46:44,In Progress,High,3.9.7
1805,687,Performance,Push notifications show duplicate messages,2025-08-19 06:33:36,In Progress,Medium,3.7.1
1806,427,UI Bug,UI elements overlap on small screen,2025-07-03 15:52:21,In Progress,Medium,5.9.8
1807,457,Data Loss,App version mismatch after update,2024-11-11 18:13:13,Open,Medium,1.5.1
1808,934,Network,Keyboard hides input field on iOS,2024-10-31 23:25:20,In Progress,Medium,3.2.0
1809,596,Performance,UI elements overlap on small screen,2024-11-20 08:43:24,In Progress,High,2.2.8
1810,392,Network,Data lost after app update,2025-06-08 20:21:26,Resolved,High,5.1.1
1811,152,UI Bug,Error message displayed incorrectly,2025-01-02 07:11:50,In Progress,High,2.6.9
1812,181,Crash,App freezes after login,2024-09-11 05:48:37,In Progress,Low,1.4.8
1813,91,Crash,Profile picture upload not working,2024-12-13 06:23:12,Resolved,Critical,2.7.3
1814,104,UI Bug,Crash when switching app language,2025-02-15 07:27:10,In Progress,High,3.8.5
1815,521,Crash,Crash when switching app language,2024-12-03 23:31:04,Resolved,High,2.4.3
1816,704,Network,Keyboard hides input field on iOS,2024-09-07 11:07:51,Resolved,Critical,4.1.3
1817,538,Network,Push notifications show duplicate messages,2025-06-05 15:12:24,Open,High,1.4.7
1818,197,Crash,Error message displayed incorrectly,2025-06-04 16:52:46,Open,Critical,5.2.2
1819,213,Crash,Crash when switching app language,2024-09-22 15:19:15,In Progress,Medium,2.8.1
1820,615,UI Bug,Notifications are not received,2024-12-12 01:07:18,Resolved,Critical,2.3.2
1821,965,Other,Payment gateway fails at checkout,2025-03-15 01:16:10,In Progress,Low,1.6.1
1822,195,Network,Scrolling is not smooth,2025-07-12 20:19:34,Open,Low,4.5.2
1823,46,Data Loss,Data not syncing with server,2025-07-16 15:23:23,In Progress,Medium,3.7.0
1824,609,UI Bug,Data not syncing with server,2024-09-30 10:46:48,In Progress,Critical,4.6.4
1825,643,Performance,Location services not detecting city,2024-09-08 22:02:51,Open,Medium,1.8.6
1826,906,UI Bug,App freezes after login,2025-04-20 23:26:11,Resolved,Low,2.9.6
1827,400,Network,App logs out automatically,2025-08-24 07:12:24,In Progress,Low,4.7.0
1828,609,Other,Slow performance on home screen,2024-11-17 19:13:05,Resolved,High,5.6.6
1829,127,Performance,App logs out automatically,2025-03-09 06:02:08,Resolved,Medium,3.3.3
1830,288,Performance,Crash when switching app language,2024-10-28 13:06:59,In Progress,Medium,4.3.2
1831,414,UI Bug,Location services not detecting city,2025-02-21 11:39:10,Resolved,Low,1.2.0
1832,205,UI Bug,Push notifications show duplicate messages,2025-06-05 18:12:38,Open,High,1.0.5
1833,202,Network,Data not syncing with server,2025-01-28 22:42:41,In Progress,High,3.2.2
1834,714,Data Loss,UI elements overlap on small screen,2024-10-10 06:59:24,Resolved,Low,3.9.8
1835,632,Crash,App version mismatch after update,2025-08-20 18:15:46,Resolved,Low,3.9.7
1836,39,Performance,Notifications are not received,2024-11-15 21:54:40,Open,Critical,1.1.4
1837,287,Other,App crashes when opening settings,2024-09-23 15:49:23,Open,High,3.8.2
1838,787,Network,Notifications are not received,2025-09-05 11:37:55,Resolved,Low,2.5.1
1839,655,Data Loss,Profile picture upload not working,2025-07-31 09:58:31,In Progress,High,3.9.3
1840,796,Network,Data not syncing with server,2024-11-26 03:08:23,Open,Medium,3.7.0
1841,904,Data Loss,Push notifications show duplicate messages,2025-05-23 08:54:42,In Progress,Critical,2.6.4
1842,415,Network,Data not syncing with server,2025-04-27 01:00:58,Resolved,High,2.2.5
1843,163,Data Loss,Dark mode not applied on some screens,2025-04-30 18:29:11,Resolved,Medium,4.0.7
1844,576,Other,UI elements overlap on small screen,2024-11-16 22:37:42,Open,Medium,4.7.0
1845,253,Data Loss,Profile picture upload not working,2025-06-23 17:31:31,In Progress,High,3.4.3
1846,813,Data Loss,Location services not detecting city,2025-04-22 04:41:23,Open,High,5.7.3
1847,99,Crash,Location services not detecting city,2024-11-05 23:31:05,Resolved,Medium,2.2.1
1848,318,UI Bug,App freezes after login,2025-02-16 10:17:46,Resolved,Critical,2.3.8
1849,583,Crash,Data lost after app update,2025-08-27 21:58:12,Resolved,High,2.0.2
1850,730,Crash,Search results take too long to load,2025-05-16 21:30:39,Resolved,High,3.7.2
1851,69,Performance,Search results take too long to load,2025-08-05 04:54:14,Resolved,Medium,3.2.1
1852,47,Crash,Crash when switching app language,2025-05-09 13:25:17,In Progress,Medium,5.9.0
